adversarial_min_fee_cents,cadence_sec,claimed_distance_m,constraints_ok,dataset,distance_bucket_m,effective_radius_m,granularity,honest_fee_cents,n_fixes,odometer_check_tolerance_m,payload_mode,payload_odometer_tolerance_m,period_id,relay_radius_m,savings_ratio,skip_reason,true_distance_m
14888,120,3860,True,geolife,100,470.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,400,0.20363733618614602,,4251
,300,,False,geolife,100,0.0,fine,,36,1850,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17804,300,4154,True,geolife,100,100.0,fine,18695,36,1850,cell,100,010-20080921224934-0,100,0.047659802086119286,,4251
17084,300,4090,True,geolife,100,200.0,fine,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
15419,300,4003,True,geolife,100,400.0,fine,18695,36,1850,cell,100,010-20080921224934-0,400,0.17523401979138808,,4251
,300,,False,geolife,100,70.71067811865476,fine,,36,1900,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17266,300,4022,True,geolife,100,170.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,100,0.07643755014709816,,4251
16062,300,3954,True,geolife,100,270.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
14888,300,3860,True,geolife,100,470.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,400,0.20363733618614602,,4251
,60,,False,geolife,100,0.0,coarse,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,60,4811,True,geolife,100,100.0,coarse,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,60,4660,True,geolife,100,200.0,coarse,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19065,60,4535,True,geolife,100,400.0,coarse,21393,13,700,cell,100,010-20080922111517-0,400,0.10882064226616182,,4997
,60,,False,geolife,100,70.71067811865476,coarse,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,60,4649,True,geolife,100,170.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,60,4605,True,geolife,100,270.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18498,60,4566,True,geolife,100,470.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.13532463890057495,,4997
,120,,False,geolife,100,0.0,coarse,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,120,4811,True,geolife,100,100.0,coarse,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,120,4660,True,geolife,100,200.0,coarse,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19065,120,4535,True,geolife,100,400.0,coarse,21393,13,700,cell,100,010-20080922111517-0,400,0.10882064226616182,,4997
,120,,False,geolife,100,70.71067811865476,coarse,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,120,4649,True,geolife,100,170.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,120,4605,True,geolife,100,270.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18498,120,4566,True,geolife,100,470.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.13532463890057495,,4997
,300,,False,geolife,100,0.0,coarse,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,300,4811,True,geolife,100,100.0,coarse,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,300,4660,True,geolife,100,200.0,coarse,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19065,300,4535,True,geolife,100,400.0,coarse,21393,13,700,cell,100,010-20080922111517-0,400,0.10882064226616182,,4997
,300,,False,geolife,100,70.71067811865476,coarse,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,300,4649,True,geolife,100,170.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,300,4605,True,geolife,100,270.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18498,300,4566,True,geolife,100,470.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.13532463890057495,,4997
,60,,False,geolife,100,0.0,medium,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,60,4811,True,geolife,100,100.0,medium,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,60,4660,True,geolife,100,200.0,medium,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19260,60,4574,True,geolife,100,400.0,medium,21393,13,700,cell,100,010-20080922111517-0,400,0.09970551114850652,,4997
,60,,False,geolife,100,70.71067811865476,medium,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,60,4649,True,geolife,100,170.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,60,4605,True,geolife,100,270.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18725,60,4467,True,geolife,100,470.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.12471369139438133,,4997
,120,,False,geolife,100,0.0,medium,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,120,4811,True,geolife,100,100.0,medium,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,120,4660,True,geolife,100,200.0,medium,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19260,120,4574,True,geolife,100,400.0,medium,21393,13,700,cell,100,010-20080922111517-0,400,0.09970551114850652,,4997
,120,,False,geolife,100,70.71067811865476,medium,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,120,4649,True,geolife,100,170.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,120,4605,True,geolife,100,270.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18725,120,4467,True,geolife,100,470.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.12471369139438133,,4997
,300,,False,geolife,100,0.0,medium,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,300,4811,True,geolife,100,100.0,medium,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,300,4660,True,geolife,100,200.0,medium,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19260,300,4574,True,geolife,100,400.0,medium,21393,13,700,cell,100,010-20080922111517-0,400,0.09970551114850652,,4997
,300,,False,geolife,100,70.71067811865476,medium,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,300,4649,True,geolife,100,170.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,300,4605,True,geolife,100,270.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18725,300,4467,True,geolife,100,470.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.12471369139438133,,4997
,60,,False,geolife,100,0.0,fine,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,60,4811,True,geolife,100,100.0,fine,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,60,4660,True,geolife,100,200.0,fine,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19100,60,4624,True,geolife,100,400.0,fine,21393,13,700,cell,100,010-20080922111517-0,400,0.10718459309119806,,4997
,60,,False,geolife,100,70.71067811865476,fine,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,60,4649,True,geolife,100,170.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,60,4605,True,geolife,100,270.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18725,60,4467,True,geolife,100,470.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.12471369139438133,,4997
,120,,False,geolife,100,0.0,fine,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,120,4811,True,geolife,100,100.0,fine,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,120,4660,True,geolife,100,200.0,fine,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19100,120,4624,True,geolife,100,400.0,fine,21393,13,700,cell,100,010-20080922111517-0,400,0.10718459309119806,,4997
,120,,False,geolife,100,70.71067811865476,fine,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,120,4649,True,geolife,100,170.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,120,4605,True,geolife,100,270.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18725,120,4467,True,geolife,100,470.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.12471369139438133,,4997
,300,,False,geolife,100,0.0,fine,,13,700,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20845,300,4811,True,geolife,100,100.0,fine,21393,13,700,cell,100,010-20080922111517-0,100,0.025615855653718506,,4997
20012,300,4660,True,geolife,100,200.0,fine,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
19100,300,4624,True,geolife,100,400.0,fine,21393,13,700,cell,100,010-20080922111517-0,400,0.10718459309119806,,4997
,300,,False,geolife,100,70.71067811865476,fine,,13,750,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19947,300,4649,True,geolife,100,170.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,100,0.06759220305707474,,4997
19415,300,4605,True,geolife,100,270.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
18725,300,4467,True,geolife,100,470.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,400,0.12471369139438133,,4997
17805,60,4041,True,geolife,100,0.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17051,60,4013,True,geolife,100,100.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,100,0.060343877438553954,,4128
16110,60,3900,True,geolife,100,200.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,200,0.11220103604100078,,4128
14770,60,3854,True,geolife,100,400.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,400,0.18604651162790697,,4128
17805,60,4041,True,geolife,100,70.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16266,60,3822,True,geolife,100,170.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.10360410007715198,,4128
15574,60,3788,True,geolife,100,270.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.14173922627576324,,4128
13399,60,3697,True,geolife,100,470.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,400,0.26160035269480875,,4128
17805,120,4041,True,geolife,100,0.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17051,120,4013,True,geolife,100,100.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,100,0.060343877438553954,,4128
16110,120,3900,True,geolife,100,200.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,200,0.11220103604100078,,4128
14770,120,3854,True,geolife,100,400.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,400,0.18604651162790697,,4128
17805,120,4041,True,geolife,100,70.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16266,120,3822,True,geolife,100,170.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.10360410007715198,,4128
15574,120,3788,True,geolife,100,270.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.14173922627576324,,4128
13399,120,3697,True,geolife,100,470.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,400,0.26160035269480875,,4128
17805,300,4041,True,geolife,100,0.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17051,300,4013,True,geolife,100,100.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,100,0.060343877438553954,,4128
16110,300,3900,True,geolife,100,200.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,200,0.11220103604100078,,4128
14770,300,3854,True,geolife,100,400.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,400,0.18604651162790697,,4128
17805,300,4041,True,geolife,100,70.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16266,300,3822,True,geolife,100,170.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.10360410007715198,,4128
15574,300,3788,True,geolife,100,270.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.14173922627576324,,4128
13399,300,3697,True,geolife,100,470.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,400,0.26160035269480875,,4128
17805,60,4041,True,geolife,100,0.0,medium,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17152,60,3980,True,geolife,100,100.0,medium,18146,36,1850,cell,100,010-20080922234926-0,100,0.054777912487600576,,4128
16541,60,3837,True,geolife,100,200.0,medium,18146,36,1850,cell,100,010-20080922234926-0,200,0.08844924501267497,,4128
14904,60,3832,True,geolife,100,400.0,medium,18146,36,1850,cell,100,010-20080922234926-0,400,0.17866196406921636,,4128
17805,60,4041,True,geolife,100,70.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16666,60,3822,True,geolife,100,170.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.08156067452882178,,4128
16036,60,3776,True,geolife,100,270.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11627906976744186,,4128
14351,60,3645,True,geolife,100,470.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,400,0.20913699988978288,,4128
17805,120,4041,True,geolife,100,0.0,medium,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17152,120,3980,True,geolife,100,100.0,medium,18146,36,1850,cell,100,010-20080922234926-0,100,0.054777912487600576,,4128
16541,120,3837,True,geolife,100,200.0,medium,18146,36,1850,cell,100,010-20080922234926-0,200,0.08844924501267497,,4128
14904,120,3832,True,geolife,100,400.0,medium,18146,36,1850,cell,100,010-20080922234926-0,400,0.17866196406921636,,4128
17805,120,4041,True,geolife,100,70.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16666,120,3822,True,geolife,100,170.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.08156067452882178,,4128
16036,120,3776,True,geolife,100,270.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11627906976744186,,4128
14351,120,3645,True,geolife,100,470.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,400,0.20913699988978288,,4128
17805,300,4041,True,geolife,100,0.0,medium,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17152,300,3980,True,geolife,100,100.0,medium,18146,36,1850,cell,100,010-20080922234926-0,100,0.054777912487600576,,4128
16541,300,3837,True,geolife,100,200.0,medium,18146,36,1850,cell,100,010-20080922234926-0,200,0.08844924501267497,,4128
14904,300,3832,True,geolife,100,400.0,medium,18146,36,1850,cell,100,010-20080922234926-0,400,0.17866196406921636,,4128
17805,300,4041,True,geolife,100,70.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16666,300,3822,True,geolife,100,170.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.08156067452882178,,4128
16036,300,3776,True,geolife,100,270.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11627906976744186,,4128
14351,300,3645,True,geolife,100,470.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,400,0.20913699988978288,,4128
17805,60,4041,True,geolife,100,0.0,fine,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
17152,60,3980,True,geolife,100,100.0,fine,18146,36,1850,cell,100,010-20080922234926-0,100,0.054777912487600576,,4128
16540,60,3910,True,geolife,100,200.0,fine,18146,36,1850,cell,100,010-20080922234926-0,200,0.08850435357654579,,4128
14904,60,3832,True,geolife,100,400.0,fine,18146,36,1850,cell,100,010-20080922234926-0,400,0.17866196406921636,,4128
17805,60,4041,True,geolife,100,70.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16666,60,3822,True,geolife,100,170.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,100,0.08156067452882178,,4128
